query,context,label
제산제이란?,"위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.",1.0
피임제의 효능은?,"피임제는 배란 억제, 자궁내막 변화, 정자 이동 억제 등을 통해 임신을 예방하는 약물로, 경구 복합호르몬제(에스트로겐 + 프로게스틴) 또는 단일 호르몬 제제로 구성됩니다.",1.0
비타민 B1제이란?,"비타민 B1제는 탄수화물 대사 및 신경계 기능 유지에 필수적인 티아민(thiamine)을 보충하는 제제로, 결핍 시 나타나는 각기병, 신경통, 피로 회복 등에 사용됩니다.",1.0
치나제은 어떤 약이야?,"말라리아 치료에 사용되는 약물로, 플라스모디움 종의 생명주기를 억제하거나 제거하는 작용을 합니다. 퀴닌 유도체 계열이 대표적입니다.",1.0
동맥경화용제,"용해제는 혈전, 점액, 결석 등의 물질을 용해하거나 분해하여 배출을 촉진하는 약물로, 점액용해제(예: 아세틸시스테인), 요로 결석 용해제, 혈전 용해제(예: 스트렙토키나제) 등이 포함됩니다.",0.0
기타의 진단용약,"주로 곰팡이에 작용하는 항진균제는 칸디다, 무좀, 진균성 피부 감염 등을 치료하며, 국소제 및 경구제 형태로 사용됩니다. 작용 기전은 세포막 구성 성분(에르고스테롤) 합성 억제 등이 있습니다.",0.0
용해제은 언제 써?,"용해제는 혈전, 점액, 결석 등의 물질을 용해하거나 분해하여 배출을 촉진하는 약물로, 점액용해제(예: 아세틸시스테인), 요로 결석 용해제, 혈전 용해제(예: 스트렙토키나제) 등이 포함됩니다.",1.0
자궁수축제의 정의가 뭐야?,"자궁수축제는 분만 유도, 분만 후 출혈 예방 또는 치료, 낙태 목적 등으로 자궁의 평활근을 수축시키는 약물입니다. 옥시토신, 에르고노빈 등이 대표적인 성분입니다.",1.0
기타의 호흡기관용약,"피부에 국소적으로 작용하여 다양한 증상(가려움, 염증, 감염 등)을 치료하거나 보호하는 데 사용되는 외용약 중 기존 분류에 속하지 않는 제제입니다.",0.0
종합대사성제제은 언제 써?,"종합대사성제제는 다양한 대사 경로에 작용하여 체내 에너지 생산, 조직 회복, 면역 조절 등의 전반적인 생리 기능을 개선하는 복합 제제로, 비타민, 미네랄, 아미노산 등이 포함될 수 있습니다.",1.0
비타민 C 및 P제,"외피용살균소독제는 피부, 상처 부위 등에 직접 적용하여 세균, 바이러스, 곰팡이 등을 제거하거나 억제하는 의약품입니다. 예: 포비돈 요오드, 클로르헥시딘, 에탄올 등이 있습니다.",0.0
피임제,"피임제는 배란 억제, 자궁내막 변화, 정자 이동 억제 등을 통해 임신을 예방하는 약물로, 경구 복합호르몬제(에스트로겐 + 프로게스틴) 또는 단일 호르몬 제제로 구성됩니다.",1.0
혼합비타민제(비타민AD 혼합제제를 제외) 관련 약 알려줘,"혼합비타민제는 비타민 B군, C, E 등 여러 종류의 비타민을 포함하여 결핍 예방 및 회복, 전신 피로 개선, 면역력 보강 등에 사용되는 복합 제제입니다.",1.0
저함량 비타민 및 미네랄 제제의 정의가 뭐야?,"저함량 비타민 및 미네랄 제제는 일일 권장 섭취량 이하의 용량으로 비타민 및 미네랄을 보충하는 제품으로, 일반적인 건강 유지나 경증 결핍 예방을 목적으로 사용됩니다. 주로 OTC 건강기능약품으로 제공됩니다.",1.0
외용 표준제조기준 제제은 언제 써?,"외용 표준제조기준 제제는 식약처가 고시한 기준에 따라 조제되는 피부 또는 점막에 적용하는 외용 약품으로, 피부 질환 완화, 소독, 진통 등의 목적에 따라 다양한 성분과 제형으로 구성됩니다.",1.0
최토제이란?,"최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.",1.0
정장제,"이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.",0.0
리케치아,"리케치아에 작용하는 약물은 세포 내 기생하는 리케치아균에 감염된 환자에게 사용되며, 주로 테트라사이클린계 항생제가 효과적이며 발진열, 쯔쯔가무시병 등의 치료에 사용됩니다.",1.0
혈액대용제의 효능은?,"혈액대용제는 출혈이나 혈액 손실 시 순환 혈액량을 일시적으로 보충하여 조직 관류를 유지하는 데 사용되는 제제입니다. 대표적으로 결정질 용액(예: 생리식염수, 링거)과 교질 용액(예: 덱스트란, 알부민 등)이 있습니다.",1.0
항히스타민제의 효능은?,"항히스타민제는 히스타민 H1 또는 H2 수용체를 차단하여 알레르기성 비염, 두드러기, 피부염, 소양증, 위산 분비 억제 등의 치료에 사용되며, 세대별로 졸림 유무와 작용시간이 달라집니다.",1.0
혈관수축제의 정의가 뭐야?,"혈관수축제는 혈관을 수축시켜 혈압을 상승시키거나 국소 혈류를 감소시키는 약물로, 저혈압 치료, 국소 마취 보조 등에 사용됩니다. 대표적으로 에페드린, 페닐에프린이 있습니다.",1.0
골격근이완제의 효능은?,"골격근이완제는 골격근의 과도한 긴장이나 경련을 완화하여 통증을 줄이고, 운동 범위를 회복시키기 위해 사용되는 약물입니다. 주로 중추신경계에 작용하여 근긴장을 억제하는 중추성 이완제와, 말초신경-근접합부에 작용하는 말초성 이완제로 구분됩니다. 근골격계 통증, 디스크 질환, 경추·요추 염좌, 뇌졸중 후 경직 등에서 사용됩니다. 대표 약물로는 에페리손, 톨페리손, 바클로펜, 티자니딘 등이 있으며, 부작용으로는 졸림, 어지러움, 근력저하 등이 있을 수 있습니다.",1.0
지혈제은 어떤 약이야?,"지혈제는 출혈을 억제하거나 멈추게 하기 위한 약물로, 국소 지혈제(피브린제, 젤라틴 스펀지) 및 전신 작용 지혈제(비타민 K, 트라넥삼산 등)로 구분되며, 수술, 외상, 지혈장애 등에 사용됩니다.",1.0
신경계 감각기관용 의약품 관련 약 알려줘,"신경계 감각기관용 의약품은 중추신경계 및 말초신경, 감각기관(눈, 귀 등)의 질환을 예방하거나 치료하는 약물로, 진통제, 항경련제, 안과용제, 이비과용제 등이 포함됩니다.",1.0
부갑상선호르몬제은 어떤 약이야?,"부갑상선호르몬제는 부갑상선에서 분비되는 파라토르몬(Parathyroid Hormone, PTH) 또는 그 유사체를 포함하거나 이를 조절하여 혈중 칼슘과 인의 농도 균형을 유지하기 위해 사용되는 의약품입니다. 주요 용도는 만성 부갑상선기능저하증의 치료, 골다공증 치료(특히 폐경 후 여성 또는 고위험 환자 대상)입니다. 대표 약물로는 테리파라타이드(재조합 인간 PTH 1-34), 아발로파라타이드 등이 있으며, 뼈 형성 촉진 작용을 통해 골밀도를 개선합니다. 일반적으로 피하주사 형태로 투여됩니다.",1.0
하제은 언제 써?,"장의 연동운동을 자극하거나 수분 흡수를 억제하여 배변을 촉진하는 약물로, 변비 치료에 사용됩니다.",1.0
주로 그람양성의 정의가 뭐야?,"주로 그람양성균에 작용하는 항생제는 포도상구균, 연쇄상구균 등 그람양성 세균을 선택적으로 억제 또는 살균하는 약물로, 페니실린계, 세팔로스포린계, 글리코펩타이드계 항생제가 이에 포함됩니다.",1.0
기타의 자양강장변질제의 정의가 뭐야?,"기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.",1.0
염모,배뇨를 촉진하거나 요로의 긴장을 완화시켜 소변 흐름을 개선하고 배뇨장애를 치료하는 데 사용되는 약물입니다.,0.0
창상보호제의 효능은?,"상처 부위를 보호하고 감염을 예방하며 조직 재생을 촉진하는 데 사용되는 국소 제제로, 창상 치유를 돕는 물질을 포함합니다.",1.0
단백동화스테로이드제 관련 약 알려줘,"단백동화스테로이드제는 단백질 합성을 촉진하고 근육량을 증가시키는 작용을 하며, 특정 빈혈, 근위축 질환, 골다공증 등에 치료적 목적으로 사용됩니다. 남용 시 심각한 부작용이 발생할 수 있습니다.",1.0
당뇨병용제은 언제 써?,"당뇨병용제는 혈당을 효과적으로 조절하여 당뇨병의 증상을 완화하고 합병증을 예방하기 위해 사용하는 약물로, 인슐린 제제와 다양한 경구 혈당강하제가 포함됩니다. 경구제는 작용 기전에 따라 인슐린 분비 촉진제(설폰요소제, 글리니드계), 인슐린 저항성 개선제(메트포르민, TZD계), 당 흡수·재흡수 억제제(α-글루코시다제 억제제, SGLT2 억제제), 인크레틴 작용제(DPP-4 억제제, GLP-1 유사체) 등으로 나뉩니다. 인슐린 제제는 제1형 당뇨병 및 일부 제2형 환자에서 사용됩니다. 치료는 환자의 상태, 병력, 병용 약물 등을 고려하여 맞춤형으로 이루어지며, 지속적인 혈당 모니터링이 필수적입니다.",1.0
기타의 호흡기관용약의 정의가 뭐야?,"기타의 호흡기관용약은 일반적인 기침약이나 기관지 확장제 외에도 호흡기 감염, 염증, 분비물 조절 등에 사용되는 다양한 보조적 의약품을 포함합니다. 예를 들어 점액용해제, 비염 보조제, 폐포 보호제 등이 여기에 해당합니다.",1.0
독소류 및 톡소이드류이란?,"질병 유발 독소를 불활성화하거나 면역 반응을 유도하기 위해 제조된 백신류 제제로, 파상풍, 디프테리아 등의 예방에 사용됩니다.",1.0
호흡촉진제,"호흡 중추 또는 말초 수용체를 자극하여 호흡을 증가시키는 약물로, 호흡억제 상태 또는 호흡부전의 응급 치료에 사용됩니다.",1.0
동맥경화용제 관련 약 알려줘,"혈관 내 콜레스테롤 축적을 억제하거나 제거하여 동맥경화를 예방 또는 치료하는 약물로, 지질강하제, 항산화제 등이 포함됩니다.",1.0
일반검사용 시약,"주로 그람양성균에 작용하는 항생제는 포도상구균, 연쇄상구균 등 그람양성 세균을 선택적으로 억제 또는 살균하는 약물로, 페니실린계, 세팔로스포린계, 글리코펩타이드계 항생제가 이에 포함됩니다.",0.0
이뇨제이란?,"신장에서 소변의 배출을 촉진하여 체내 수분과 염분을 조절하는 약물로, 고혈압, 부종 등의 치료에 사용됩니다.",1.0
"갑상선, 부갑상선호르몬제","갑상선, 부갑상선호르몬제는 갑상선 또는 부갑상선에서 분비되는 호르몬의 기능을 대체하거나 조절하기 위해 사용되는 의약품입니다. 갑상선호르몬제는 주로 갑상선기능저하증(예: 점액수종)이나 갑상선절제술 후에 보충 요법으로 사용되며, 대표 성분은 레보티록신 나트륨입니다. 반대로 항갑상선제는 갑상선기능항진증 치료에 사용됩니다. 부갑상선호르몬제는 혈중 칼슘 농도 조절과 관련되어 있으며, 부갑상선기능저하증 또는 골다공증 치료 등에 사용됩니다. 대표 약물로는 테리파라타이드 등이 있습니다.",1.0
뇌하수체호르몬제,"뇌하수체호르몬제는 성장호르몬, 항이뇨호르몬(ADH), 옥시토신 등 뇌하수체에서 분비되는 호르몬 또는 그 유사체로, 성장장애, 요붕증, 분만유도 등 다양한 내분비 질환의 진단 및 치료에 사용됩니다.",1.0
각성제은 어떤 약이야?,"각성제는 중추신경계의 활동을 증가시켜 졸림, 피로, 주의력 저하를 개선하며, 주로 기면증, 주의력결핍과다행동장애(ADHD) 치료에 사용됩니다. 암페타민, 메틸페니데이트 등이 포함됩니다.",1.0
독소류 및 톡소이드류의 정의가 뭐야?,"질병 유발 독소를 불활성화하거나 면역 반응을 유도하기 위해 제조된 백신류 제제로, 파상풍, 디프테리아 등의 예방에 사용됩니다.",1.0
